table_id,time_quantum,processes
578,,"0,13.3,5;0,11.8,5;0,13.1,5;0,11.9,5;0,11.7,5;0,12.7,5;0,12.9,5;0,12.3,5"
579,1,"4.4,5.3,1;3.2,9.4,5;14.6,2.0,6;0.9,6.2,8;6.4,1.9,6;14.2,7.3,6;4.6,3.1,6"
580,2,"3.2,5.4,3;5.7,9.6,5;3.9,9.6,7;9.8,11.1,5;0.5,4.4,4;6.6,9.0,4;1.7,1.4,3;5.9,14.7,6;3.6,6.5,5;3.5,4.9,5;4.4,11.3,3;8.4,5.4,4;4.9,1.1,6;0.3,8.1,6;2.9,10.5,6;3.2,4.3,7;2.8,2.6,4;4.0,11.1,4;4.6,4.5,4;2.1,13.6,7"
581,3,"0.7,1.9,2;9.4,5.3,6;1.4,1.2,6;6.6,0.9,2;5.2,0.8,2;9.7,1.3,2;2.7,2.6,1;5.0,1.9,8;6.6,1.5,9;6.2,10.7,6;6.7,4.3,3;3.2,0.6,3;3.7,2.9,4;4.6,0.6,1;5.9,1.4,10;4.3,2.1,10;3.2,0.7,5;9.3,2.4,2;0.2,4.8,4;0.4,0.6,1"
582,4,"9.4,2.7,9;1.7,1.4,6;7.6,3.3,8;5.5,0.7,8;9.6,2.0,9"
583,3,"0.6,7.5,7;1.3,3.9,4;1.2,5.2,5;0,8.5,7;3.3,3.8,7;1.2,6.6,6;3.3,3.7,7;1.7,7.0,4;3.5,8.5,3;2.0,12.8,6;2.6,13.3,3;0.4,10.8,5;2.3,14.5,5;0.7,12.4,4;0,14.3,7;0.4,11.5,5"
584,2,"6.3,10.2,3;4.8,1.7,4;3.2,5.8,4;0.4,6.3,5;3.4,10.6,4;5.3,1.8,4"
585,1,"1.4,2.2,9;8.2,1.2,6;7.9,2.1,9;7.9,3.9,10;8.8,9.5,3;9.6,8.3,9;0.7,1.2,9;9.6,1.5,6;4.7,2.1,3;5.0,0.7,10;5.4,2.1,9;8.6,2.6,9"
586,2,"5.4,2.6,3;3.6,3.7,5;7.6,3.8,1;7.6,1.4,8;9.6,4.8,8;4.7,4.2,4;4.8,2.2,10;7.6,2.3,2;7.8,7.0,10;8.8,4.7,8;7.9,4.0,5;9.9,4.4,10;8.5,2.5,4;4.2,4.6,8;7.1,1.2,6;9.7,2.3,10;5.4,2.6,1;1.5,0.8,7;7.9,1.1,6;9.4,3.1,9"
587,2,"4.4,7.3,7;7.1,9.3,3;4.4,13.8,4;6.6,9.9,3;3.3,2.5,4;4.0,9.6,3;4.4,10.3,5;4.3,12.4,4;5.4,13.4,6;3.6,7.0,6;4.7,12.5,7;3.0,11.0,3"
588,3,"3.3,12.5,7;2.3,10.3,3;2.8,8.6,3;3.8,4.7,6"
589,3,"0.9,2.1,8;8.5,2.3,9;7.7,0.7,7;0.6,1.7,1;4.5,0.7,5;7.3,3.1,8;4.5,2.3,1;7.8,3.6,5;3.0,5.5,4;9.0,6.5,3;6.1,5.6,9;2.1,8.2,4;2.1,2.9,8"
590,4,"15.0,3.0,9;1.3,5.3,10;1.9,6.3,10;3.4,8.1,10;4.0,1.4,9;17.7,2.5,7;14.0,3.2,5;1.1,3.3,8;13.8,3.6,1;17.0,9.2,10;3.4,8.3,9;13.9,7.2,5;7.5,8.1,5;12.4,3.7,6;19.4,4.8,10;11.0,8.8,7;12.1,1.5,7"
591,1,"5.4,0.7,1;7.3,0.5,10;7.0,2.1,5;4.5,1.3,3;9.3,0.5,6;4.6,5.2,7;9.6,3.4,5;3.7,1.9,9;7.4,0.6,8;1.3,3.6,2;5.3,2.1,10;1.8,1.0,10;6.9,4.7,4;8.5,1.0,4;2.0,1.0,2;1.4,0.7,3;4.3,1.1,3;6.9,2.8,6;2.9,1.3,9"
592,3,"3.3,5.6,10;3.6,6.8,2;5.6,2.2,7;7.9,0.8,9;0.2,11.5,10;9.7,0.6,2;6.5,4.1,3;9.7,1.5,7;6.7,2.1,6;2.7,4.8,1;8.6,8.3,7;5.8,3.7,4;0.7,0.6,3;0.8,7.1,7;6.7,0.9,7"
593,3,"3.1,0.8,7;1.1,1.8,5;2.7,2.4,8;3.1,0.6,1;2.4,1.7,4;1.2,1.5,8;6.3,0.6,5;5.6,0.5,5;4.6,1.4,5;4.8,0.7,5;4.7,4.2,4;0.8,1.3,9;1.7,1.0,2;6.5,4.7,5;4.7,7.7,7;5.3,1.4,7;5.7,3.7,5"
594,2,"8.5,4.4,9;9.8,0.9,9;2.3,2.7,5;6.6,2.0,6;4.3,1.1,8;5.5,0.6,10;8.2,4.6,2;7.3,6.4,5;4.6,6.1,5;6.7,6.4,2;7.2,1.4,7;9.0,1.0,1;4.2,1.7,10;1.8,4.1,9;9.4,1.1,3;9.7,3.9,1;8.1,2.1,4;5.2,2.8,7;3.3,3.5,10;9.3,1.7,6"
595,1,"8.4,1.6,9;9.0,0.6,9;0.4,2.8,4;3.6,1.4,3;9.3,1.3,6;1.3,1.1,8;4.5,0.6,9;0.5,2.1,9;6.8,2.2,10;2.9,0.7,4;2.4,7.2,2;3.5,3.5,4;6.9,1.6,3"
596,,"0,5.4,5;0,5.4,5;0,5.1,5;0,5.3,5;0,5.4,5;0,4.5,5;0,5.0,5;0,4.8,5;0,5.2,5;0,5.1,5;0,5.3,5"
597,1,"8.4,2.5,5;17.2,1.7,6;15.9,2.0,10;6.9,1.9,6;19.9,6.3,1;5.4,8.9,6;4.3,4.1,8"
598,3,"2.2,9.2,7;3.7,2.0,3;1.0,1.7,3;0,2.6,5;2.2,5.7,7;1.4,11.9,5"
599,2,"3.6,0.5,3;0.1,1.8,7;2.1,2.6,5;5.9,0.9,9;5.2,0.7,9"
600,5,"0,7.0,4;3.0,14.3,4;4.2,5.5,3;1.6,1.8,7;1.2,3.4,7;1.6,5.4,4;3.8,14.1,7;2.0,9.0,6;1.0,8.8,4"
601,3,"2.5,1.9,4;1.0,2.4,10;3.7,1.1,7;5.8,3.4,6;6.5,3.1,9;3.5,5.4,7;6.9,2.8,7;7.7,1.2,3;2.9,0.5,9;9.1,2.5,7;4.9,2.0,2;3.2,0.7,2;1.5,0.9,4"
602,,"0,7.9,5;0,8.1,5;0,8.9,5;0,7.7,5;0,7.4,5;0,7.6,5;0,7.4,5;0,7.4,5;0,8.0,5;0,8.1,5;0,7.9,5;0,8.4,5;0,7.7,5;0,8.8,5;0,7.9,5;0,8.1,5;0,7.6,5;0,8.0,5;0,8.9,5"
603,2,"12.3,7.7,6;3.7,3.6,6;1.3,3.1,10;5.1,8.7,10;8.7,4.8,5;12.8,7.1,7;6.8,2.0,7;10.7,2.9,7;1.4,7.1,10;18.6,2.3,6;0.5,1.5,5;12.5,4.4,1;18.6,2.1,5;19.6,7.5,8;3.2,1.6,8;11.8,1.3,7;15.5,2.0,10;17.7,4.8,7;17.7,6.7,6"
604,1,"17.2,8.1,1;3.8,3.2,10;11.4,3.8,8;13.9,4.7,9;14.9,8.7,8"
605,1,"10.1,3.3,5;12.7,2.2,5;12.7,8.2,8;8.2,1.9,7;10.6,6.0,7;0.1,2.5,1"
606,2,"0.8,6.1,7;3.5,6.4,4;3.4,4.5,5;2.3,3.5,7;4.2,7.3,6;4.1,8.8,3;0.5,9.5,7;0.3,2.3,7;1.8,10.5,7;0,2.3,4;1.5,15.0,4;0,4.5,4"
607,4,"9.4,0.6,8;9.6,18.5,7;4.8,0.8,1;6.1,0.8,5;2.7,6.4,7;5.6,2.3,1;2.4,0.9,8;4.2,1.0,8;8.6,1.3,2"
608,3,"2.5,1.8,3;2.2,12.9,5;0,7.6,7;0.7,10.0,6;0.2,2.1,6;0,9.2,3;0,7.0,6;0,6.0,7;0.5,3.5,5;0,2.2,7;0,11.7,3"
609,,"0,11.2,5;0,9.5,5;0,11.0,5;0,11.3,5;0,10.3,5;0,11.1,5;0,9.8,5;0,11.3,5;0,11.1,5;0,10.3,5;0,10.4,5;0,10.2,5;0,11.5,5;0,11.0,5;0,9.8,5;0,11.5,5"
610,2,"4.3,2.5,10;8.6,2.4,9;6.4,5.2,3;9.8,1.2,4;4.3,5.6,6;8.1,2.6,9;0.3,1.4,4;9.8,2.5,2;8.5,2.2,9;9.6,1.3,2;8.7,6.7,1;4.4,2.1,7;4.6,0.6,4;0.2,2.9,1;6.3,2.7,10;7.1,1.7,6;5.1,0.8,5;2.2,1.4,1;2.2,1.8,7;9.1,3.7,5"
611,4,"4.3,5.8,4;4.3,6.6,3;4.6,13.2,4;6.8,2.5,3;3.2,7.2,4;10.1,12.2,6;5.4,6.5,7;3.3,13.8,7;2.5,10.5,5"
612,4,"3.7,2.7,8;1.2,4.7,4;5.9,1.4,1;3.1,0.7,9;9.4,1.7,8;4.1,3.7,10;8.1,0.5,10;0.5,1.0,1;5.6,1.1,4;0.1,1.8,5;3.0,3.7,10;3.9,8.9,8;6.3,5.5,6"
613,3,"4.1,8.9,8;3.6,1.1,5;0.7,1.2,1;1.5,9.0,9;17.8,4.3,7;4.2,5.1,10;7.9,1.4,8;2.6,7.6,6;17.3,4.4,5;9.3,2.8,10;18.3,1.6,8;9.3,7.9,6;10.4,9.0,8;18.5,7.9,9;5.0,7.1,9;11.6,1.6,6;17.3,5.6,6;9.0,5.3,6;13.2,9.7,6;18.8,4.2,10"
614,1,"16.3,3.2,9;9.4,9.9,6;10.3,8.2,9;4.0,5.3,6;8.1,7.2,5;16.2,2.2,9;18.7,1.8,1;17.2,7.2,6;15.8,5.9,6"
615,,"0,5.2,5;0,5.4,5;0,5.3,5;0,5.3,5;0,5.3,5;0,5.6,5;0,5.4,5;0,5.3,5;0,5.2,5;0,6.0,5;0,5.6,5;0,5.2,5;0,5.3,5;0,5.8,5"
616,3,"6.6,3.4,4;5.1,14.6,7;6.6,11.2,3;0,2.5,6;5.3,14.8,4;5.2,4.9,6;4.8,1.1,5;3.5,12.5,3;0.6,7.9,6;3.0,10.0,4;4.6,2.1,4;4.4,11.6,5;2.6,3.7,7;1.9,5.8,3;4.3,1.3,7;3.6,5.2,6"
617,2,"4.4,0.6,2;7.5,4.7,10;5.2,3.6,1;7.5,1.2,1;4.7,2.5,6;5.4,4.6,5;4.3,1.1,1;9.6,1.3,8;2.2,0.5,5;7.8,2.0,9;0.5,2.9,2;7.6,1.4,7;5.0,2.4,9;8.2,1.2,4;6.0,1.0,2"
618,2,"7.0,2.6,7;4.2,1.0,4;6.0,1.2,5;1.2,2.6,10;1.1,2.7,7;6.0,1.6,10;4.0,0.8,9;5.9,0.5,8;6.1,2.0,8;2.5,3.9,5;8.3,1.6,10;1.7,0.7,5;8.9,4.7,3;10.0,2.1,9;8.5,1.7,10;7.9,0.7,1;6.0,1.2,7;7.8,1.5,2;0.1,0.6,4"
619,3,"1.0,1.5,6;2.4,4.4,5;0,4.2,3;0,5.1,7;3.8,10.6,7;0.5,4.7,6;0.2,3.3,3"
620,2,"12.6,1.9,7;9.9,6.1,1;1.3,2.1,10;10.0,8.9,10;6.1,6.6,6;6.0,7.3,7"
621,4,"8.2,1.3,7;0.4,3.5,9;9.9,2.8,1;13.5,6.3,7"
622,2,"9.1,7.1,2;9.4,1.4,8;9.4,0.9,9;1.1,1.0,5"
623,1,"5.9,0.8,1;6.1,5.8,10;9.3,1.3,1;7.8,3.6,1;2.9,1.5,6;0.1,2.2,3;5.4,0.5,5;4.3,1.2,2;3.5,3.4,8;7.4,0.7,5;9.1,1.1,4"
624,3,"6.5,8.7,5;1.3,8.9,5;3.5,11.2,6;7.3,13.8,7;7.5,6.1,3;0.2,4.5,7;4.4,10.2,7"
625,,"0,11.8,5;0,11.5,5;0,10.7,5;0,11.8,5;0,11.2,5;0,11.2,5;0,10.5,5;0,11.6,5;0,10.7,5;0,11.5,5;0,12.0,5;0,11.2,5;0,10.0,5;0,10.1,5;0,11.4,5"
626,2,"2.4,3.7,4;2.5,0.9,8;2.4,0.6,6;4.0,0.6,10;6.6,3.1,8;9.5,2.9,1;8.2,0.6,4;8.1,1.3,3;0.1,8.0,8;4.3,0.6,6;5.4,0.9,3;7.7,2.1,4;8.0,2.5,9;2.6,1.0,3;9.7,7.5,2;3.9,2.1,3;9.6,0.7,8"
627,1,"5.8,2.0,2;3.6,5.3,10;3.3,6.2,2;1.6,1.5,4;8.1,1.4,8;4.7,3.7,2"
628,,"0,6.0,5;0,5.5,5;0,6.1,5;0,5.4,5;0,5.5,5;0,5.7,5;0,6.0,5;0,6.4,5;0,6.1,5;0,6.2,5;0,5.5,5;0,6.1,5;0,6.4,5;0,6.4,5"
629,1,"1.5,3.9,8;0.8,4.8,7;1.4,7.8,9;4.7,3.9,10;0.1,2.8,7;3.7,5.1,5;16.7,8.0,9;4.7,3.2,8;18.1,6.7,10;2.1,1.8,7;8.5,7.8,6;13.3,5.8,10;13.1,2.3,6;17.6,3.4,5;16.4,7.0,8;13.3,5.7,5;17.3,7.8,9;6.8,7.6,9;1.1,7.4,1"
630,,"0,8.6,5;0,7.6,5;0,7.2,5;0,8.0,5;0,7.2,5;0,7.5,5;0,7.6,5;0,7.7,5;0,7.7,5;0,8.0,5;0,7.4,5;0,8.4,5;0,7.7,5;0,7.1,5;0,8.4,5;0,8.2,5"
631,3,"1.3,2.3,7;7.1,3.1,4;6.8,5.6,2;1.6,0.8,5;1.3,1.2,10;8.5,1.0,4;8.6,0.7,8;8.6,2.6,6;5.0,1.8,6;0.6,4.6,5;7.2,0.5,7"
632,1,"5.6,1.2,5;6.3,3.4,4;6.2,5.0,5;9.7,5.0,4;4.0,2.5,6"
633,4,"4.2,1.1,2;7.4,2.7,8;2.9,1.0,5;10.0,3.1,2;1.3,0.8,2;7.7,2.0,5;3.6,2.7,6;4.2,0.8,7;7.4,2.0,10;2.3,2.5,10;4.1,1.2,8;5.7,0.6,3;7.4,2.5,1;1.2,1.7,7"
634,1,"9.1,2.3,1;6.5,0.9,9;4.2,1.4,8;5.2,2.8,4;9.6,0.8,6;5.3,1.0,1;5.8,5.0,8;2.3,3.1,8;0.6,1.3,3;5.9,2.6,3;4.3,5.0,2;6.9,1.6,7;1.4,0.8,5"
635,1,"8.4,2.9,3;4.9,1.7,6;9.8,0.8,2;6.8,3.3,7;4.7,1.7,8"
636,,"0,8.5,5;0,9.0,5;0,9.5,5;0,8.3,5;0,8.2,5;0,9.8,5;0,8.8,5;0,9.4,5;0,9.9,5;0,9.7,5;0,9.8,5"
637,5,"2.3,6.0,3;4.9,14.9,7;3.0,12.0,4;1.1,14.1,7;2.2,9.7,7;3.4,9.2,6;1.8,1.6,6;4.0,7.2,3;2.7,7.0,4;4.6,10.3,6;7.4,8.0,4;1.1,6.7,7;2.8,14.6,4;5.4,13.1,3;3.6,12.1,5"
638,4,"10.9,8.4,1;15.6,8.3,6;1.1,8.1,7;19.1,7.9,8;7.6,1.4,6;18.8,9.0,6;8.8,8.5,9;16.1,9.0,8"
639,2,"6.5,8.0,7;8.2,9.5,9;17.7,4.9,7;18.2,4.6,6;0.8,8.3,10;13.9,6.2,8;12.3,2.1,9;0.1,9.1,10;16.7,7.0,7;12.7,6.6,8;10.8,3.6,5;11.0,9.7,7;2.1,2.4,10;8.4,4.3,1;0.7,2.9,10;14.7,4.3,6"
640,4,"10.7,2.5,10;7.7,2.4,10;9.3,8.6,6;17.0,8.6,9;19.1,4.8,10;9.6,3.3,7;12.4,8.1,8;9.9,8.8,1"
641,2,"5.7,1.9,7;7.4,3.6,10;9.4,0.8,5;7.8,1.6,2;6.2,2.8,8;9.4,0.9,7;6.2,0.7,6;7.7,0.8,8;1.3,3.6,2;1.3,0.6,7;3.2,0.7,10;7.8,2.2,9;9.1,2.9,10;3.7,1.3,4;4.1,0.7,4;6.0,1.9,8"
642,2,"3.8,6.7,7;3.6,2.5,7;3.9,5.4,3;7.1,15.0,5;6.7,13.9,6;4.5,11.5,3;6.1,4.7,4;6.7,6.6,6;4.5,3.1,4;7.0,14.2,3;2.3,1.8,7;7.5,14.8,7;4.9,5.9,7;5.6,10.9,5;3.0,13.4,4;1.1,13.1,7"
643,4,"6.2,6.3,7;4.2,1.1,6;4.7,13.2,6;5.1,14.7,4;2.7,6.1,6;5.4,10.4,4;4.2,6.7,6;6.8,4.9,7;5.2,3.4,5;5.5,7.7,5;2.3,7.1,5;4.5,8.6,3;2.6,1.1,5;4.8,3.3,3;0.8,2.9,7"
644,3,"2.3,7.6,6;8.5,7.7,8;7.8,6.3,5;1.7,4.3,10;4.5,8.7,1;9.0,5.2,9;2.7,6.5,6"
645,3,"0.1,4.2,1;3.2,0.8,3;2.8,1.2,6;1.4,4.0,7;4.5,1.9,9;4.9,1.8,1;1.1,1.8,8;0.3,4.1,4;1.9,2.7,9;9.3,6.6,6;9.9,3.2,10;7.8,0.6,5;3.9,0.7,2;3.5,7.3,1;0.3,3.7,2;7.7,1.4,7;1.6,1.7,4;1.4,2.7,7"
646,1,"6.8,1.3,10;2.4,2.5,10;0.2,2.9,5;5.7,1.5,2"
647,2,"9.4,2.6,9;9.4,3.2,10;4.2,2.6,3;7.1,4.1,4;3.9,1.1,2;9.0,1.0,10;0.6,1.3,1;1.1,11.0,6;1.0,4.9,3;0.6,1.4,4;7.8,4.5,5;2.0,4.0,6;2.3,1.3,2;1.0,1.8,8;3.9,2.5,6;8.8,1.4,5;4.9,5.2,4"
648,4,"7.1,0.6,10;7.2,0.7,7;5.4,2.0,3;3.4,0.9,9;1.2,3.6,7;6.5,0.7,5;0.8,1.3,3;0.5,4.9,7;8.0,2.5,5;4.5,5.9,7;2.6,1.3,10;6.4,0.9,9"
649,1,"4.6,2.5,4;1.7,3.3,10;4.5,3.4,10;1.5,2.1,1;4.3,1.5,5;7.7,1.7,2;3.6,3.2,5;7.1,4.8,6;9.0,1.9,9;6.4,2.5,7;0.7,1.6,4;3.5,3.4,10;6.8,0.8,10;3.7,0.6,3;3.8,1.3,1"
650,5,"0,5.9,3;1.9,14.5,6;0.1,8.9,3;0.1,13.7,3;3.4,12.5,6;3.0,7.3,5;0.6,12.1,5;0.7,4.8,4;1.5,10.2,5;2.4,9.2,5;3.0,3.8,6;1.8,1.2,6;0.4,9.3,5;1.0,5.6,4"
651,4,"18.9,5.1,5;13.1,9.8,6;7.8,1.2,9;9.5,9.4,7;9.3,2.3,7;4.8,3.3,7;5.4,2.7,5;19.7,4.2,8;14.6,5.8,6;17.8,8.5,5;15.6,9.0,7;16.6,1.2,1;3.8,4.4,10;6.0,2.0,8;4.8,7.1,8;17.9,6.8,9;10.2,4.5,8"
652,2,"18.6,7.1,6;2.0,2.0,7;12.2,6.8,8;12.4,5.6,8;11.9,4.4,8;2.3,7.2,7;11.0,3.8,6;2.8,6.1,10;16.6,1.8,7;2.5,9.9,6;14.9,9.4,5;6.8,7.2,9;0.9,1.2,1"
653,3,"6.5,1.1,5;9.4,8.4,8;9.2,1.6,9;8.5,1.9,8;1.5,2.2,3;3.4,0.6,8;4.9,2.9,5;2.7,1.0,4;0.6,6.4,2;5.8,4.9,7;9.4,1.0,4;9.8,0.8,5;9.2,1.1,7;8.2,0.9,4;0.4,3.7,9;9.3,3.1,3;9.5,0.5,8"
654,2,"3.7,4.1,6;2.4,4.1,4;0,13.0,5;4.1,7.2,4;0,14.9,7;5.2,7.3,4;2.2,11.8,6;2.7,5.4,3;1.3,10.1,5"
655,5,"0.2,11.5,6;2.1,3.9,3;0.7,10.1,7;1.8,11.4,7;0,12.1,3;0,11.8,7"
656,3,"7.4,1.2,2;4.1,0.6,6;5.5,3.7,9;4.0,3.1,5;6.2,1.3,5;6.8,0.9,2;6.4,2.0,3;9.6,1.1,2;1.4,2.3,5;2.0,3.7,10;7.2,1.4,2;2.3,1.2,1;5.8,1.8,10"
657,3,"1.0,1.6,5;10.5,4.1,9;6.5,6.2,6;7.8,2.7,7;3.7,1.2,6;15.5,5.1,1;5.7,5.5,6"
658,5,"2.0,7.4,6;0.1,9.4,4;1.2,8.6,6;1.8,10.5,4;0,1.3,6;5.0,12.3,5;1.7,3.6,3;0,5.9,3;1.9,14.1,6;2.4,5.3,6;3.4,9.3,5;2.7,7.9,4"
659,1,"0.7,1.3,9;0.3,0.8,5;3.7,2.5,5;3.4,1.4,7;3.8,0.8,4;2.3,5.3,10;2.4,1.4,4;7.8,1.0,9;3.1,2.0,10"
660,4,"0.3,7.8,4;0,12.5,4;0,7.9,3;6.3,1.0,4;1.9,13.8,3;1.0,12.7,6;2.0,2.4,5;1.8,5.5,3;2.3,4.3,4;0.6,2.4,7;0,1.5,5;2.6,8.1,5"
661,4,"10.6,9.3,5;17.0,1.4,8;19.2,9.7,9;6.2,8.4,7;5.5,7.5,8;11.3,6.4,6;13.7,6.1,6;17.4,7.8,7;8.5,2.0,5;17.1,8.9,6;1.0,4.4,5;3.9,4.7,5;2.2,6.6,1;6.8,3.5,10;16.1,2.7,7;1.2,9.9,9;8.2,8.9,10;18.5,2.8,10;2.8,9.4,5;9.0,2.6,8"
662,2,"0,1.9,4;1.3,9.6,7;4.6,7.8,7;1.0,11.5,3;0.5,1.0,4;5.0,10.5,4;2.2,14.9,4;0.7,4.9,3;2.2,8.9,3;2.7,1.4,4;2.0,4.7,7"
663,3,"3.2,8.7,4;0,3.5,4;2.9,5.5,6;0,8.4,5;0,5.1,4;0,11.0,4;3.2,12.3,7;4.1,14.0,5;2.4,2.8,6;1.2,3.8,7;2.9,8.6,6"
664,2,"7.6,0.8,4;4.2,3.6,9;5.8,2.1,3;10.0,3.7,7;3.4,2.2,10;9.1,1.3,6"
665,3,"3.6,1.0,1;5.1,0.7,2;0.2,0.9,10;3.1,0.6,8;6.9,1.1,8"
666,3,"5.7,8.6,7;13.5,7.5,8;4.3,9.2,8;2.8,3.0,1;4.9,2.6,9;9.1,1.8,8;15.0,6.2,5;2.2,8.0,8;5.1,3.1,5;6.3,5.0,5"
667,,"0,7.7,5;0,7.8,5;0,8.5,5;0,8.2,5;0,7.6,5;0,7.5,5;0,7.5,5;0,7.6,5"
668,4,"5.6,2.1,2;7.0,0.6,6;2.6,1.7,7;3.0,1.7,5;4.5,1.0,7;9.2,2.9,9;0.7,2.0,10;9.9,0.8,4;5.7,1.0,1;3.3,0.8,5;6.6,0.9,6;2.1,7.3,5;7.3,6.2,1;4.6,2.6,5;8.4,10.4,6;7.8,7.4,9"
669,3,"7.8,4.5,6;5.5,0.7,2;8.4,3.5,9;9.1,1.4,7;9.0,0.9,1;1.9,0.9,10;8.0,2.1,9;5.8,4.5,8;5.4,0.8,10;3.1,2.3,9;3.0,4.6,9"
670,,"0,5.9,5;0,5.9,5;0,4.9,5;0,5.2,5;0,5.5,5;0,5.4,5;0,5.0,5;0,5.3,5;0,5.7,5;0,5.8,5;0,5.7,5;0,5.1,5;0,5.1,5;0,5.3,5;0,5.6,5;0,5.1,5;0,5.6,5;0,5.5,5;0,5.1,5;0,5.5,5"
671,2,"9.5,0.6,1;4.5,1.3,5;6.0,1.6,2;1.3,5.3,3;1.2,0.8,3;8.1,5.0,9;7.1,4.8,4;9.0,4.8,4"
672,2,"12.0,8.1,7;1.8,1.9,10;16.3,9.9,10;16.1,1.7,7;9.3,2.7,6;17.7,1.3,1"
673,5,"0,1.7,7;0,13.6,7;1.1,3.0,5;3.0,9.5,3;2.1,2.1,6;0.3,7.3,5"
674,5,"0,9.5,5;0,12.1,5;3.1,2.6,4;0.7,1.4,5;1.5,13.7,4;0.7,14.3,6;0,8.9,4;0,3.7,3;0,8.0,4;0.9,5.7,7;5.6,4.2,4;0,2.6,5;0.5,13.2,4"
675,3,"8.3,2.3,9;17.3,2.6,1;3.0,2.2,10;10.7,4.3,9;9.0,7.4,7;10.2,4.2,10;16.4,3.1,10;19.5,2.7,9;3.4,8.7,9;5.4,2.1,8;2.4,7.3,10;16.6,5.2,6;18.7,2.4,7;15.2,8.2,6;14.5,8.8,7;0.2,7.5,10;14.2,3.5,7;8.3,8.8,5;16.4,8.9,9;7.1,1.7,5"
676,4,"0.3,0.8,3;3.8,1.2,9;1.6,1.9,9;1.7,2.1,8"
677,3,"1.3,3.0,8;14.8,8.6,6;8.9,2.1,5;17.1,7.9,5;8.5,9.2,5;11.3,9.2,7;6.5,7.5,5;2.2,1.8,7;15.3,2.7,1;1.0,1.4,5;19.2,9.4,6;0.8,9.4,8;10.8,6.9,6;19.7,5.0,7;10.8,3.3,7;9.8,3.7,5;14.2,7.8,10;14.9,2.4,8"
678,3,"2.5,12.8,3;7.0,2.4,6;6.2,9.8,6;4.0,8.7,6;0,11.5,3;1.9,3.7,7;0.8,13.3,3;6.2,9.2,7;1.4,6.5,4;4.7,2.8,7;3.4,1.1,3;1.4,1.0,6;5.1,11.3,5;5.8,3.6,3;1.5,2.9,7;4.6,11.7,5;2.6,11.5,6;3.5,12.4,6;4.2,10.0,3"
679,4,"4.2,8.0,5;3.8,3.4,7;2.5,3.3,5;6.0,6.7,3;5.3,10.0,5;6.8,1.5,5"
680,4,"2.6,10.5,4;3.1,13.3,3;2.9,11.2,3;0,7.3,5;1.5,1.6,5"
681,2,"18.3,4.1,8;17.4,7.8,5;14.3,3.7,1;1.4,4.7,10;7.9,10.0,8;8.3,3.5,6;1.1,4.8,5;10.2,3.4,8;17.5,7.9,7;19.0,7.5,7;2.7,2.9,9;12.0,1.8,8;17.6,7.4,6;6.8,2.6,6;9.2,3.4,5;16.8,9.3,10;7.4,9.7,7;3.0,6.2,6;7.7,8.9,6"
682,3,"0.9,1.1,2;1.8,2.0,1;4.5,2.2,3;2.7,3.6,6;4.1,1.3,6;1.4,1.4,9;6.1,1.0,7;6.0,4.5,7;3.9,2.6,3;3.3,3.2,9;9.1,7.2,3;6.1,0.5,2;8.0,1.7,9;1.6,5.7,5;7.6,1.5,1;5.8,5.8,5;8.3,3.7,5;5.8,6.7,4;2.3,3.2,6"
683,3,"2.2,0.8,6;8.9,1.6,7;9.8,0.9,8;8.1,0.5,5;0.1,0.7,5;10.0,2.1,9;8.7,0.7,3;8.2,6.3,3;5.0,1.4,9;6.1,1.3,8;5.2,5.8,8"
684,2,"2.7,13.9,4;0,2.8,4;4.5,11.8,7;3.8,3.3,7;0.8,13.7,6;0.4,6.2,7;0,7.5,7;6.6,6.0,4;0.8,6.1,7;0.3,6.4,4;3.7,9.8,6;4.6,10.5,7;1.7,6.4,3;0,10.9,6;3.2,1.7,3;3.6,3.9,4;0,10.7,5;0.3,10.2,4;0.2,12.1,4;2.0,4.2,5"
685,,"0,11.1,5;0,11.4,5;0,12.3,5;0,10.1,5;0,10.5,5;0,10.2,5"
686,2,"2.7,13.5,5;1.5,14.5,7;6.3,2.6,4;2.2,6.3,4;2.5,9.1,3;3.3,4.8,3;4.4,6.2,4;6.1,7.6,6;4.6,5.4,5;4.2,1.6,6;5.6,10.9,6;5.0,10.8,3;5.7,6.9,7;4.2,3.9,7;3.6,2.1,4;8.0,11.1,4"
687,2,"17.5,2.8,6;4.5,7.8,8;16.2,5.8,5;3.4,4.7,6;12.7,5.7,6;10.4,1.2,7;16.8,6.3,6;9.7,2.9,7;11.2,4.0,5;19.2,3.7,7;11.9,4.3,6;5.0,2.6,10;1.9,7.1,9;12.0,8.1,8;17.6,4.1,8;5.7,2.6,8;4.4,7.8,1"
688,4,"4.0,2.3,9;9.4,1.1,3;0.8,1.9,5;9.6,1.3,4;8.8,3.3,1;3.2,1.2,3;8.5,1.4,10"
689,2,"0,13.5,4;2.1,14.6,7;2.7,2.0,7;1.6,8.1,7;3.6,8.2,6;4.9,11.3,6;0,5.1,3;0,4.8,4;0.6,14.0,6;0,3.3,7;1.7,7.3,6;0.4,10.9,7;1.8,10.4,4;0.3,3.5,7;5.2,9.8,3;3.5,14.5,7;5.3,12.1,3;3.3,12.8,3;0,11.8,5;2.5,1.9,3"
